I_Id,I_W,I_Fat_C,I_Vis,I_MRP_JD,I_category,I_MRP_US,O_Id,O_Establ_Y,O_Size,I_Recalled,O_Loc_T,O_T,I_O_Sales
FDZ12,9.17,Low Fat,0.103018121,149.06237,Baking Goods,209.947,OUT013,1997,High,NO,Tier 3,Carrefour,4188.116
NCT05,10.895,Low Fat,0.021076848,229.590712,Health and Hygiene,323.3672,OUT046,2007,Small,NO,Tier 1,Carrefour,947.0016
FDW38,5.325,Regular,0,87.919158,Dairy,123.8298,OUT035,2014,Small,NO,Tier 2,Carrefour,665.3682
FDD33,12.85,Low Fat,0.108227606,213.968582,Fruits and Vegetables,301.3642,OUT013,1997,High,NO,Tier 3,Carrefour,4130.1914
FDV39,,Low Fat,0,188.038246,Meat,264.8426,OUT019,1995,Small,NO,Tier 1,Family Basket,773.2278
DRE25,15.35,LF,0.073822713,113.53752,Soft Drinks,159.912,OUT017,2017,,NO,Tier 2,Carrefour,739.272
FDC59,16.7,reg,0.091562584,93.944928,Starchy Foods,132.3168,OUT010,2008,,NO,Tier 3,Family Basket,307.8336
FDF58,13.3,Low Fat,0.009706155,94.39521,Snack Foods,132.951,OUT046,2007,Small,NO,Tier 1,Carrefour,1824.526
NCP50,,Low Fat,0.036122636,104.129878,Others,146.6618,OUT019,1995,Small,NO,Tier 1,Family Basket,260.5618
FDS33,6.67,Regular,0.12345088,112.358494,Snack Foods,158.2514,OUT013,1997,High,NO,Tier 3,Carrefour,1154.0654
FDP08,20.5,Regular,0.112709813,184.633938,Fruits and Vegetables,260.0478,OUT049,2009,Medium,NO,Tier 1,Carrefour,1729.9824
FDF29,15.1,Regular,0.020055418,141.66701,Frozen Foods,199.531,OUT035,2014,Small,NO,Tier 2,Carrefour,3036.282
NCF30,17,Low Fat,0.126369059,136.771702,Household,192.6362,OUT046,2007,Small,NO,Tier 1,Carrefour,4080.9222
FDI50,8.42,Regular,0.031030215,209.900992,Canned,295.6352,OUT045,2012,,NO,Tier 2,Carrefour,2928.4224
FDD56,15.2,Regular,0.104490283,174.024834,Fruits and Vegetables,245.1054,OUT017,2017,,NO,Tier 2,Carrefour,3331.8972
NCN41,17,Low Fat,0.087512669,137.08183,Health and Hygiene,193.073,OUT010,2008,,NO,Tier 3,Family Basket,549.519
FDE23,17.6,Regular,0.053606818,82.22226,Starchy Foods,115.806,OUT017,2017,,NO,Tier 2,Carrefour,1251.938
FDL26,18,Low Fat,0.073431615,158.399012,Canned,223.0972,OUT049,2009,Medium,NO,Tier 1,Carrefour,4074.93
NCB30,14.6,Low Fat,0.043146542,188.084964,Household,264.9084,OUT010,2008,,NO,Tier 3,Family Basket,775.2252
FDY50,5.8,Low Fat,0.13182155,111.766212,Dairy,157.4172,OUT017,2017,,NO,Tier 2,Carrefour,2678.0816
NCK19,9.8,Low Fat,0.090959158,184.775938,Others,260.2478,OUT018,2019,Medium,NO,Tier 3,C-Town,4248.7038
NCR38,,Low Fat,0.19888118,226.328404,Household,318.7724,OUT019,1995,Small,NO,Tier 1,Family Basket,431.6724
FDI28,14.3,Low Fat,0.026446701,103.397442,Frozen Foods,145.6302,OUT046,2007,Small,NO,Tier 1,Carrefour,1130.7624
FDO24,11.1,Low Fat,0.176340665,161.070884,Baking Goods,226.8604,OUT046,2007,Small,NO,Tier 1,Carrefour,2873.8268
FDC45,17,Low Fat,0.136133489,170.194526,Fruits and Vegetables,239.7106,OUT045,2012,,NO,Tier 2,Carrefour,1891.106
FDU27,18.6,Regular,0.17186848,82.954696,Meat,116.8376,OUT049,2009,Medium,NO,Tier 1,Carrefour,1474.3152
FDS09,8.895,Regular,0.08167215,83.638568,Snack Foods,117.8008,OUT017,2017,,NO,Tier 2,Carrefour,939.012
DRE13,,low fat,0.027695939,109.780058,Soft Drinks,154.6198,OUT027,1995,Medium,NO,Tier 3,Cozmo,2709.3742
FDV15,10.3,Low Fat,0.146892897,120.959008,Meat,170.3648,OUT018,2019,Medium,NO,Tier 3,C-Town,1737.972
FDH26,19.25,Regular,0.03479586,148.993216,Canned,209.8496,OUT013,1997,High,NO,Tier 3,Carrefour,2579.5432
FDI22,12.6,Low Fat,0.09631924,197.991452,Snack Foods,278.8612,OUT035,2014,Small,NO,Tier 2,Carrefour,1434.3672
FDJ26,15.3,Regular,0.08523549,201.442478,Canned,283.7218,OUT018,2019,Medium,NO,Tier 3,C-Town,2103.4962
FDD26,,Regular,0.1264599,178.985604,Canned,252.0924,OUT019,1995,Small,NO,Tier 1,Family Basket,735.2772
NCI55,,Low Fat,0.012717289,135.852394,Household,191.3414,OUT027,1995,Medium,NO,Tier 3,Cozmo,4931.8146
FDA35,,Regular,0.05370185,135.047112,Baking Goods,190.2072,OUT027,1995,Medium,NO,Tier 3,Cozmo,3732.7088
FDN21,18.6,Low Fat,0.077293705,162.322756,Snack Foods,228.6236,OUT018,2019,Medium,NO,Tier 3,C-Town,1791.236
NCM43,14.5,Low Fat,0.032722778,164.45091,Others,231.621,OUT010,2008,,NO,Tier 3,Family Basket,995.605
FDD09,13.5,Low Fat,0.021708971,175.794296,Fruits and Vegetables,247.5976,OUT018,2019,Medium,NO,Tier 3,C-Town,2353.1712
FDI24,10.3,Low Fat,0.079028499,174.40227,Baking Goods,245.637,OUT045,2012,,NO,Tier 2,Carrefour,4414.488
NCN41,,Low Fat,0.091536749,134.45483,Health and Hygiene,189.373,OUT019,1995,Small,NO,Tier 1,Family Basket,549.519
NCT53,,Low Fat,0.084370356,165.183346,Health and Hygiene,232.6526,OUT019,1995,Small,NO,Tier 1,Family Basket,837.8104
FDQ47,7.155,Regular,0.281634514,72.340054,Breads,101.8874,OUT010,2008,,NO,Tier 3,Family Basket,215.2874
NCD42,16.5,Low Fat,0.012814327,76.502926,Health and Hygiene,107.7506,OUT018,2019,Medium,NO,Tier 3,C-Town,407.7036
FDI21,5.59,Regular,0.094866514,93.092928,Snack Foods,131.1168,OUT010,2008,,NO,Tier 3,Family Basket,371.7504
FDS48,15.15,Low Fat,0.046621777,154.546268,Baking Goods,217.6708,OUT010,2008,,NO,Tier 3,Family Basket,480.9416
FDW50,13.1,Low Fat,0.076130548,166.222218,Dairy,234.1158,OUT017,2017,,NO,Tier 2,Carrefour,1349.8106
FDO37,8.06,Low Fat,0,213.520146,Breakfast,300.7326,OUT018,2019,Medium,NO,Tier 3,C-Town,3876.5216
FDS04,10.195,Regular,0,147.384498,Frozen Foods,207.5838,OUT018,2019,Medium,NO,Tier 3,C-Town,4675.4816
FDP38,10.1,Low Fat,0.053857324,83.638568,Canned,117.8008,OUT010,2008,,NO,Tier 3,Family Basket,483.6048
NCF06,6.235,Low Fat,0.033932904,232.167302,Household,326.9962,OUT010,2008,,NO,Tier 3,Family Basket,438.9962
FDR35,12.5,Low Fat,0.020907036,189.125682,Breads,266.3742,OUT018,2019,Medium,NO,Tier 3,C-Town,2767.9646
FDB04,11.35,Regular,0.063298691,109.471776,Dairy,154.1856,OUT013,1997,High,NO,Tier 3,Carrefour,1674.0552
FDK16,9.065,Low Fat,0.115688679,116.446674,Frozen Foods,164.0094,OUT045,2012,,NO,Tier 2,Carrefour,1893.7692
FDM57,11.65,Regular,0.076403201,108.765468,Snack Foods,153.1908,OUT017,2017,,NO,Tier 2,Carrefour,851.1264
FDF45,18.2,Regular,0.012348687,88.885184,Fruits and Vegetables,125.1904,OUT049,2009,Medium,NO,Tier 1,Carrefour,1820.5312
FDH04,6.115,Regular,0.011544301,112.924648,Frozen Foods,159.0488,OUT018,2019,Medium,NO,Tier 3,C-Town,1809.8784
FDL25,6.92,Regular,0.131583247,112.592084,Breakfast,158.5804,OUT018,2019,Medium,NO,Tier 3,C-Town,363.7608
FDK40,7.035,LF,0.022008368,235.57161,Frozen Foods,331.791,OUT049,2009,Medium,NO,Tier 1,Carrefour,5176.829
FDV46,18.2,Low Fat,0.012732876,147.55078,Snack Foods,207.818,OUT046,2007,Small,NO,Tier 1,Carrefour,1578.18
FDU31,10.5,Regular,0.025166738,203.593068,Fruits and Vegetables,286.7508,OUT045,2012,,NO,Tier 2,Carrefour,3435.762
NCQ53,17.6,Low Fat,0.019059719,217.08889,Health and Hygiene,305.759,OUT049,2009,Medium,NO,Tier 1,Carrefour,3725.385
FDD09,,Low Fat,0.021517306,177.569296,Fruits and Vegetables,250.0976,OUT027,1995,Medium,NO,Tier 3,Cozmo,6337.3184
FDY19,19.75,Low Fat,0.041573824,131.028086,Fruits and Vegetables,184.5466,OUT045,2012,,NO,Tier 2,Carrefour,3008.3184
FDI33,16.5,Low Fat,0.028520167,113.397366,Snack Foods,159.7146,OUT013,1997,High,NO,Tier 3,Carrefour,2642.7942
FDG08,13.15,Regular,0.165346717,170.454244,Fruits and Vegetables,240.0764,OUT013,1997,High,NO,Tier 3,Carrefour,4646.1864
FDE39,7.89,Low Fat,0.036252671,131.689522,Dairy,185.4782,OUT035,2014,Small,NO,Tier 2,Carrefour,2206.0294
FDH53,20.5,Regular,0.019402945,107.110032,Frozen Foods,150.8592,OUT018,2019,Medium,NO,Tier 3,C-Town,1913.7432
FDB09,16.25,Low Fat,0.057754899,136.252266,Fruits and Vegetables,191.9046,OUT018,2019,Medium,NO,Tier 3,C-Town,1300.5414
FDI22,12.6,Low Fat,0.096337432,195.435452,Snack Foods,275.2612,OUT046,2007,Small,NO,Tier 1,Carrefour,4570.2852
FDX24,,LF,0.024512984,113.916802,Baking Goods,160.4462,OUT019,1995,Small,NO,Tier 1,Family Basket,365.0924
FDE09,8.775,Low Fat,0.021772195,126.041188,Fruits and Vegetables,177.5228,OUT045,2012,,NO,Tier 2,Carrefour,1174.7052
FDJ57,7.42,Regular,0.021698645,179.387322,Seafood,252.6582,OUT046,2007,Small,NO,Tier 1,Carrefour,5195.4714
DRC49,8.67,Low Fat,0.065549208,151.807088,Soft Drinks,213.8128,OUT035,2014,Small,NO,Tier 2,Carrefour,2624.8176
FDU19,8.77,Regular,0.046991331,169.364962,Fruits and Vegetables,238.5422,OUT045,2012,,NO,Tier 2,Carrefour,1731.9798
FDU43,19.35,Regular,0,217.726044,Fruits and Vegetables,306.6564,OUT013,1997,High,NO,Tier 3,Carrefour,3755.346
FDA50,16.25,Low Fat,0.087227593,116.46911,Dairy,164.041,OUT013,1997,High,NO,Tier 3,Carrefour,1048.869
NCM29,11.5,Low Fat,0.01786702,140.340446,Health and Hygiene,197.6626,OUT017,2017,,NO,Tier 2,Carrefour,2016.2764
FDQ13,11.1,Low Fat,0.010757752,106.919468,Canned,150.5908,OUT013,1997,High,NO,Tier 3,Carrefour,1690.0344
FDB26,,Regular,0.031241081,87.51744,Canned,123.264,OUT027,1995,Medium,NO,Tier 3,Cozmo,1724.656
FDI21,5.59,Regular,0.05684261,92.950928,Snack Foods,130.9168,OUT045,2012,,NO,Tier 2,Carrefour,1586.1696
FDV25,,Low Fat,0.080056185,204.299376,Canned,287.7456,OUT019,1995,Small,NO,Tier 1,Family Basket,1064.1824
FDQ23,6.55,Low Fat,0.024630418,121.362572,Breads,170.9332,OUT013,1997,High,NO,Tier 3,Carrefour,2025.5976
FDJ41,6.85,Low Fat,0.03842692,233.774174,Frozen Foods,329.2594,OUT010,2008,,NO,Tier 3,Family Basket,1226.6376
NCO42,21.25,Low Fat,0.024818927,150.598242,Household,212.1102,OUT049,2009,Medium,NO,Tier 1,Carrefour,1929.7224
FDQ13,,Low Fat,0.010715075,108.410468,Canned,152.6908,OUT027,1995,Medium,NO,Tier 3,Cozmo,3871.1952
FDU47,12.8,Regular,0.190694038,146.816498,Breads,206.7838,OUT010,2008,,NO,Tier 3,Family Basket,460.9676
FDW57,8.31,Regular,0,174.235988,Snack Foods,245.4028,OUT046,2007,Small,NO,Tier 1,Carrefour,4076.2616
DRN47,12.1,Low Fat,0.016951748,175.48786,Hard Drinks,247.166,OUT046,2007,Small,NO,Tier 1,Carrefour,3236.022
FDW28,,Low Fat,0.088519115,186.549092,Frozen Foods,262.7452,OUT027,1995,Medium,NO,Tier 3,Cozmo,6052.356
NCN42,20.25,Low Fat,0,151.685678,Household,213.6418,OUT013,1997,High,NO,Tier 3,Carrefour,3564.2614
FDR60,,Low Fat,0.129908577,103.825288,Baking Goods,146.2328,OUT027,1995,Medium,NO,Tier 3,Cozmo,1184.0264
FDO09,,Regular,0,234.93261,Snack Foods,330.891,OUT019,1995,Small,NO,Tier 1,Family Basket,968.973
FDX45,16.75,Low Fat,0,159.15573,Snack Foods,224.163,OUT046,2007,Small,NO,Tier 1,Carrefour,2996.334
FDH27,7.075,Low Fat,0.058590268,151.452088,Dairy,213.3128,OUT045,2012,,NO,Tier 2,Carrefour,2049.5664
FDO08,11.1,Regular,0.053890212,164.118346,Fruits and Vegetables,231.1526,OUT035,2014,Small,NO,Tier 2,Carrefour,1988.9786
FDG10,6.63,Regular,0.01110886,87.655748,Snack Foods,123.4588,OUT018,2019,Medium,NO,Tier 3,C-Town,523.5528
FDZ40,8.935,Low Fat,0.040370222,87.280158,Frozen Foods,122.9298,OUT049,2009,Medium,NO,Tier 1,Carrefour,1528.245
FDZ27,7.935,Low Fat,0.017378305,84.79885,Dairy,119.435,OUT017,2017,,NO,Tier 2,Carrefour,679.35
FDZ46,7.485,Low Fat,0.069356189,127.887188,Snack Foods,180.1228,OUT049,2009,Medium,NO,Tier 1,Carrefour,1395.7508
FDI46,9.5,Low Fat,0.074773119,228.174404,Snack Foods,321.3724,OUT018,2019,Medium,NO,Tier 3,C-Town,935.0172
NCW53,18.35,Low Fat,0.030667489,185.392502,Health and Hygiene,261.1162,OUT049,2009,Medium,NO,Tier 1,Carrefour,2873.8268
FDY52,6.365,Low Fat,0.007484711,90.989056,Frozen Foods,128.1536,OUT049,2009,Medium,NO,Tier 1,Carrefour,670.0288
FDU07,11.1,Low Fat,0.060065022,154.166986,Fruits and Vegetables,217.1366,OUT049,2009,Medium,NO,Tier 1,Carrefour,4411.8248
NCQ05,11.395,Low Fat,0,154.262268,Health and Hygiene,217.2708,OUT017,2017,,NO,Tier 2,Carrefour,2587.5328
FDT16,9.895,Regular,0.048985587,233.041738,Frozen Foods,328.2278,OUT018,2019,Medium,NO,Tier 3,C-Town,4345.2448
NCJ17,7.68,Low Fat,0.153544412,109.639904,Health and Hygiene,154.4224,OUT017,2017,,NO,Tier 2,Carrefour,691.3344
NCY29,13.65,Low Fat,0.077344509,88.39003,Health and Hygiene,124.493,OUT035,2014,Small,NO,Tier 2,Carrefour,689.337
NCQ18,15.75,Low Fat,0.13517226,118.2647,Household,166.57,OUT035,2014,Small,NO,Tier 2,Carrefour,2676.75
FDS02,10.195,Regular,0.146219132,187.567374,Dairy,264.1794,OUT049,2009,Medium,NO,Tier 1,Carrefour,3106.191
NCK31,10.895,Low Fat,0.027282955,83.969286,Others,118.2666,OUT018,2019,Medium,NO,Tier 3,C-Town,1000.2656
FDH60,,Regular,0.080471058,187.23481,Baking Goods,263.711,OUT027,1995,Medium,NO,Tier 3,Cozmo,5679.508
FDO19,17.7,Regular,0.016721645,82.575414,Fruits and Vegetables,116.3034,OUT046,2007,Small,NO,Tier 1,Carrefour,957.6544
DRF37,17.25,low fat,0.084441691,235.28761,Soft Drinks,331.391,OUT035,2014,Small,NO,Tier 2,Carrefour,6491.784
FDN21,18.6,Low Fat,0.076916671,162.606756,Snack Foods,229.0236,OUT013,1997,High,NO,Tier 3,Carrefour,3885.8428
FDM14,13.8,Low Fat,0.01338646,124.978034,Canned,176.0254,OUT035,2014,Small,NO,Tier 2,Carrefour,939.6778
FDO08,11.1,Regular,0,165.822346,Fruits and Vegetables,233.5526,OUT018,2019,Medium,NO,Tier 3,C-Town,2153.4312
FDS27,10.195,Regular,0.012653611,186.80881,Meat,263.111,OUT017,2017,,NO,Tier 2,Carrefour,3911.809
DRM59,5.88,Low Fat,0.003722678,157.548858,Hard Drinks,221.8998,OUT049,2009,Medium,NO,Tier 1,Carrefour,3102.1962
NCO29,11.15,Low Fat,0.032563645,164.047346,Health and Hygiene,231.0526,OUT017,2017,,NO,Tier 2,Carrefour,2482.3364
FDC32,,Low Fat,0.173652068,113.632802,Fruits and Vegetables,160.0462,OUT019,1995,Small,NO,Tier 1,Family Basket,457.6386
DRA12,11.6,Low Fat,0.041237694,149.110934,Soft Drinks,210.0154,OUT018,2019,Medium,NO,Tier 3,C-Town,1030.8924
FDI14,,Low Fat,0.089368504,147.147216,Canned,207.2496,OUT027,1995,Medium,NO,Tier 3,Cozmo,2156.0944
DRG51,12.1,Low Fat,0.011664622,164.402346,Dairy,231.5526,OUT046,2007,Small,NO,Tier 1,Carrefour,2482.3364
FDR33,,Low Fat,0.04702897,126.84647,Snack Foods,178.657,OUT019,1995,Small,NO,Tier 1,Family Basket,839.142
FDS23,4.635,Low Fat,0.141811037,138.449574,Breads,194.9994,OUT017,2017,,NO,Tier 2,Carrefour,1978.9916
NCF43,8.51,Low Fat,0.052176256,149.27537,Household,210.247,OUT045,2012,,NO,Tier 2,Carrefour,2184.058
DRN37,9.6,low fat,0.09640419,167.074218,Soft Drinks,235.3158,OUT035,2014,Small,NO,Tier 2,Carrefour,2018.2738
FDX57,17.25,Regular,0.047658568,117.083828,Snack Foods,164.9068,OUT017,2017,,NO,Tier 2,Carrefour,1638.102
NCC42,15,Low Fat,0.04512448,148.023498,Health and Hygiene,208.4838,OUT045,2012,,NO,Tier 2,Carrefour,1865.8056
FDS47,16.75,Low Fat,0.12901073,110.536776,Breads,155.6856,OUT046,2007,Small,NO,Tier 1,Carrefour,1674.0552
DRK35,8.365,Low Fat,0.120381303,76.147926,Hard Drinks,107.2506,OUT010,2008,,NO,Tier 3,Family Basket,255.9012
DRF37,,Low Fat,0,233.79661,Soft Drinks,329.291,OUT019,1995,Small,NO,Tier 1,Family Basket,968.973
DRI23,18.85,Low Fat,0.137880834,163.199038,Hard Drinks,229.8578,OUT018,2019,Medium,NO,Tier 3,C-Town,3710.0716
FDB28,6.615,Low Fat,0.094038607,189.387246,Dairy,266.7426,OUT017,2017,,NO,Tier 2,Carrefour,1366.4556
FDU50,5.75,Regular,0.075412081,130.155496,Dairy,183.3176,OUT049,2009,Medium,NO,Tier 1,Carrefour,752.588
FDD22,10,Low Fat,0.100180625,128.761624,Snack Foods,181.3544,OUT018,2019,Medium,NO,Tier 3,C-Town,3647.4864
FDG04,13.1,Low Fat,0.006186565,182.462758,Frozen Foods,256.9898,OUT035,2014,Small,NO,Tier 2,Carrefour,4483.0654
FDM08,10.1,Regular,0.053792516,206.616248,Fruits and Vegetables,291.0088,OUT049,2009,Medium,NO,Tier 1,Carrefour,851.1264
FDI28,,Low Fat,0.026319237,104.391442,Frozen Foods,147.0302,OUT027,1995,Medium,NO,Tier 3,Cozmo,2081.5248
FDM57,11.65,Regular,0.076127991,107.558468,Snack Foods,151.4908,OUT045,2012,,NO,Tier 2,Carrefour,683.3448
NCS17,,Low Fat,0.080236611,115.476956,Health and Hygiene,162.6436,OUT027,1995,Medium,NO,Tier 3,Cozmo,4245.3748
FDX44,9.3,Low Fat,0.043266572,112.476212,Fruits and Vegetables,158.4172,OUT018,2019,Medium,NO,Tier 3,C-Town,1429.0408
DRE03,19.6,Low Fat,0.024401035,80.493978,Dairy,113.3718,OUT045,2012,,NO,Tier 2,Carrefour,794.5334
FDT46,11.35,Low Fat,0.03105763,84.845568,Snack Foods,119.5008,OUT018,2019,Medium,NO,Tier 3,C-Town,787.2096
FDW60,5.44,Regular,0.017221552,174.75727,Baking Goods,246.137,OUT045,2012,,NO,Tier 2,Carrefour,3355.866
FDE44,14.65,Low Fat,0.172482491,84.397132,Fruits and Vegetables,118.8692,OUT017,2017,,NO,Tier 2,Carrefour,968.3072
FDT24,12.35,Regular,0.185949165,104.038288,Baking Goods,146.5328,OUT035,2014,Small,NO,Tier 2,Carrefour,875.0952
FDO20,12.85,Regular,0.153113295,228.434122,Fruits and Vegetables,321.7382,OUT017,2017,,NO,Tier 2,Carrefour,2451.0438
FDV47,17.1,Low Fat,0,109.025186,Breads,153.5566,OUT049,2009,Medium,NO,Tier 1,Carrefour,2040.2452
FDZ26,11.6,reg,0.144022558,219.121762,Dairy,308.6222,OUT013,1997,High,NO,Tier 3,Carrefour,3048.2664
FDK48,7.445,Low Fat,0.037970086,101.910134,Baking Goods,143.5354,OUT017,2017,,NO,Tier 2,Carrefour,2136.1204
FDX32,,Regular,0.1749639,149.723806,Fruits and Vegetables,210.8786,OUT019,1995,Small,NO,Tier 1,Family Basket,613.4358
FDE56,,Regular,0.278855642,93.165774,Fruits and Vegetables,131.2194,OUT019,1995,Small,NO,Tier 1,Family Basket,427.6776
DRJ01,6.135,low fat,0.115625999,162.677756,Soft Drinks,229.1236,OUT018,2019,Medium,NO,Tier 3,C-Town,824.4944
FDC53,8.68,Low Fat,0.01491414,117.674264,Frozen Foods,165.7384,OUT010,2008,,NO,Tier 3,Family Basket,278.5384
NCN07,18.5,Low Fat,0.034063279,142.375164,Others,200.5284,OUT035,2014,Small,NO,Tier 2,Carrefour,1498.284
FDI28,14.3,Low Fat,0.026424797,104.675442,Frozen Foods,147.4302,OUT013,1997,High,NO,Tier 3,Carrefour,1923.0644
NCO55,,Low Fat,0.159519437,123.322598,Others,173.6938,OUT019,1995,Small,NO,Tier 1,Family Basket,394.3876
FDP46,15.35,Low Fat,0,110.96093,Snack Foods,156.283,OUT046,2007,Small,NO,Tier 1,Carrefour,1977.66
FDX26,17.7,Low Fat,0,177.875732,Dairy,250.5292,OUT013,1997,High,NO,Tier 3,Carrefour,2916.438
FDD56,15.2,Regular,0.10390327,172.959834,Fruits and Vegetables,243.6054,OUT046,2007,Small,NO,Tier 1,Carrefour,2631.4756
FDP12,9.8,Regular,0.045647854,73.192054,Baking Goods,103.0874,OUT017,2017,,NO,Tier 2,Carrefour,532.874
FDT40,,Low Fat,0.095456433,137.433138,Frozen Foods,193.5678,OUT027,1995,Medium,NO,Tier 3,Cozmo,2723.356
FDV57,15.25,Regular,0,175.91386,Snack Foods,247.766,OUT018,2019,Medium,NO,Tier 3,C-Town,3236.022
FDZ09,17.6,Low Fat,0.105597205,165.917628,Snack Foods,233.6868,OUT017,2017,,NO,Tier 2,Carrefour,3291.9492
FDA07,7.55,Regular,0.031063774,134.195112,Fruits and Vegetables,189.0072,OUT035,2014,Small,NO,Tier 2,Carrefour,2262.6224
FDV36,,Low Fat,0.026299636,138.52242,Baking Goods,195.102,OUT027,1995,Medium,NO,Tier 3,Cozmo,3595.554
FDQ01,19.7,Regular,0.160796255,229.117994,Canned,322.7014,OUT035,2014,Small,NO,Tier 2,Carrefour,3750.0196
FDW46,13,Regular,0.070368155,94.961364,Snack Foods,133.7484,OUT013,1997,High,NO,Tier 3,Carrefour,571.4904
FDW19,,Regular,0.038438981,126.34947,Fruits and Vegetables,177.957,OUT027,1995,Medium,NO,Tier 3,Cozmo,4684.137
FDY01,11.8,Regular,0.170673238,129.137214,Canned,181.8834,OUT049,2009,Medium,NO,Tier 1,Carrefour,1562.2008
FDG60,20.35,Low Fat,0.060919097,214.179736,Baking Goods,301.6616,OUT049,2009,Medium,NO,Tier 1,Carrefour,2757.9776
FDL22,16.85,Low Fat,0.036571751,112.427648,Snack Foods,158.3488,OUT049,2009,Medium,NO,Tier 1,Carrefour,1176.0368
DRK01,7.63,Low Fat,0.061313147,115.050956,Soft Drinks,162.0436,OUT045,2012,,NO,Tier 2,Carrefour,1314.5232
FDO12,15.75,Low Fat,0.055009821,186.975092,Baking Goods,263.3452,OUT013,1997,High,NO,Tier 3,Carrefour,1941.7068
FDX12,18.2,Regular,0.026189486,219.971916,Baking Goods,309.8196,OUT046,2007,Small,NO,Tier 1,Carrefour,4277.3332
FDR28,13.85,Regular,0.026061747,165.37391,Frozen Foods,232.921,OUT049,2009,Medium,NO,Tier 1,Carrefour,2789.936
FDH57,10.895,LF,0.036074725,142.659164,Fruits and Vegetables,200.9284,OUT017,2017,,NO,Tier 2,Carrefour,3475.71
FDC04,15.6,Low Fat,0.045293898,220.799634,Dairy,310.9854,OUT018,2019,Medium,NO,Tier 3,C-Town,2355.1686
NCI06,11.3,Low Fat,0.04780298,177.12086,Household,249.466,OUT013,1997,High,NO,Tier 3,Carrefour,3955.086
NCY53,20,Low Fat,0.058937134,127.554624,Health and Hygiene,179.6544,OUT017,2017,,NO,Tier 2,Carrefour,1745.9616
FDR22,19.35,Regular,0.018792601,128.477624,Snack Foods,180.9544,OUT017,2017,,NO,Tier 2,Carrefour,3088.2144
FDM33,15.6,Low Fat,0.087771694,205.601658,Snack Foods,289.5798,OUT013,1997,High,NO,Tier 3,Carrefour,5689.495
FDO57,,Low Fat,0.19046246,161.495038,Snack Foods,227.4578,OUT019,1995,Small,NO,Tier 1,Family Basket,340.4578
FDO56,10.195,Regular,0.045290796,132.401368,Fruits and Vegetables,186.4808,OUT018,2019,Medium,NO,Tier 3,C-Town,1820.5312
FDO58,,Low Fat,0.039510518,165.325346,Snack Foods,232.8526,OUT027,1995,Medium,NO,Tier 3,Cozmo,2811.2416
FDQ45,9.5,Regular,0.011039988,178.821168,Snack Foods,251.8608,OUT035,2014,Small,NO,Tier 2,Carrefour,2752.6512
FDO60,,Low Fat,0.034328092,79.029106,Baking Goods,111.3086,OUT027,1995,Medium,NO,Tier 3,Cozmo,804.5204
FDI34,10.65,reg,0.085393317,211.414428,Snack Foods,297.7668,OUT049,2009,Medium,NO,Tier 1,Carrefour,4096.2356
FDJ26,,Regular,0.084479713,201.300478,Canned,283.5218,OUT027,1995,Medium,NO,Tier 3,Cozmo,5095.6014
FDV08,7.35,Low Fat,0.028696132,77.280234,Fruits and Vegetables,108.8454,OUT013,1997,High,NO,Tier 3,Carrefour,767.2356
DRD60,15.7,LF,0.037508778,175.912014,Soft Drinks,247.7634,OUT018,2019,Medium,NO,Tier 3,C-Town,1997.634
FDX20,,Low Fat,0.042479152,209.64312,Fruits and Vegetables,295.272,OUT027,1995,Medium,NO,Tier 3,Cozmo,7197.532
FDG59,15.85,Low Fat,0.043535693,76.265644,Starchy Foods,107.4164,OUT018,2019,Medium,NO,Tier 3,C-Town,334.4656
FDN58,13.8,Regular,0.056997392,212.430864,Snack Foods,299.1984,OUT046,2007,Small,NO,Tier 1,Carrefour,5277.3648
FDV48,9.195,Regular,0.051698903,104.983724,Baking Goods,147.8644,OUT013,1997,High,NO,Tier 3,Carrefour,965.644
FDA15,9.3,LF,0.016238019,224.934532,Dairy,316.8092,OUT017,2017,,NO,Tier 2,Carrefour,6156.2208
FDI19,15.1,Low Fat,0.052420514,220.775352,Meat,310.9512,OUT013,1997,High,NO,Tier 3,Carrefour,5027.024
FDX19,19.1,Low Fat,0.097252867,214.772018,Fruits and Vegetables,302.4958,OUT018,2019,Medium,NO,Tier 3,C-Town,1815.8706
FDO52,11.6,Regular,0.077409566,170.691526,Frozen Foods,240.4106,OUT049,2009,Medium,NO,Tier 1,Carrefour,4457.765
NCO05,7.27,Low Fat,0.046778872,118.313264,Health and Hygiene,166.6384,OUT045,2012,,NO,Tier 2,Carrefour,2150.768
NCP17,19.35,Low Fat,0.02788246,92.666928,Health and Hygiene,130.5168,OUT049,2009,Medium,NO,Tier 1,Carrefour,1714.0032
FDK56,9.695,Low Fat,0,180.900758,Fruits and Vegetables,254.7898,OUT010,2008,,NO,Tier 3,Family Basket,741.2694
NCG43,20.2,Low Fat,0,115.123802,Household,162.1462,OUT046,2007,Small,NO,Tier 1,Carrefour,1012.9158
DRM59,,LF,0.003699698,158.116858,Hard Drinks,222.6998,OUT027,1995,Medium,NO,Tier 3,Cozmo,3409.7958
FDA47,10.5,Regular,0.11745875,164.80591,Baking Goods,232.121,OUT017,2017,,NO,Tier 2,Carrefour,2953.057
